 ,Area,Mean,IntDen,RawIntDen
1,134.848,1215.125,163857.411,506707.000
2,134.848,277.444,37412.784,115694.000
3,88.282,620.546,54782.982,169409.000
4,88.282,253.875,22412.616,69308.000
5,136.142,518.366,70571.219,218232.000
6,136.142,246.083,33502.185,103601.000
7,161.365,601.359,97038.336,300078.000
8,161.365,128.910,20801.552,64326.000
9,126.440,428.156,54136.227,167409.000
10,126.440,84.540,10689.228,33055.000
11,174.947,2163.416,378483.078,1170408.000
12,174.947,310.810,54375.203,168148.000
13,198.877,952.389,189408.078,585719.000
14,198.877,196.911,39160.960,121100.000
15,203.728,780.840,159078.545,491929.000
16,203.728,282.644,57582.457,178066.000
17,148.430,890.575,132188.127,408774.000
18,148.430,263.057,39045.514,120743.000
19,191.116,866.623,165625.314,512174.000
20,191.116,299.269,57195.051,176868.000
21,208.902,623.619,130275.029,402858.000
22,208.902,156.040,32597.053,100802.000
23,181.415,848.957,154013.167,476265.000
24,181.415,98.125,17801.259,55048.000
25,130.644,1961.926,256314.465,792618.000
26,130.644,350.819,45832.552,141731.000
27,175.270,3291.306,576868.427,1783888.000
28,175.270,780.002,136711.202,422761.000
29,195.320,1326.859,259161.800,801423.000
30,195.320,309.851,60520.014,187150.000
31,182.708,1870.611,341775.580,1056895.000
32,182.708,561.942,102671.241,317497.000
33,232.185,2075.813,481972.140,1490434.000
34,232.185,671.455,155901.689,482105.000
35,182.061,1147.321,208882.814,645942.000
36,182.061,258.325,47030.987,145437.000
37,124.500,973.626,121216.591,374846.000
38,124.500,301.343,37517.234,116017.000
39,188.529,1416.348,267022.449,825731.000
40,188.529,410.763,77440.717,239475.000
41,201.141,783.228,157538.947,487168.000
42,201.141,245.178,49315.322,152501.000
43,165.246,592.260,97868.445,302645.000
44,165.246,138.740,22926.139,70896.000
45,142.286,2101.757,299050.358,924773.000
46,142.286,763.739,108669.238,336045.000
47,194.350,2642.589,513586.127,1588196.000
48,194.350,416.428,80932.543,250273.000
49,170.743,446.956,76314.719,235993.000
50,170.743,87.975,15021.187,46451.000
51,202.757,591.061,119841.915,370595.000
52,202.757,147.994,30006.803,92792.000
53,223.454,663.379,148234.420,458395.000
54,223.454,53.049,11854.032,36657.000
55,124.500,1319.044,164221.211,507832.000
56,124.500,261.735,32586.058,100768.000
57,159.425,693.323,110532.860,341808.000
58,159.425,136.235,21719.296,67164.000
59,175.917,894.222,157309.026,486457.000
60,175.917,303.335,53361.739,165014.000
61,139.376,2785.812,388273.965,1200685.000
62,139.376,382.949,53373.704,165051.000
63,186.265,893.950,166511.690,514915.000
64,186.265,148.830,27721.820,85726.000
65,144.873,512.636,74267.095,229661.000
66,144.873,91.210,13213.833,40862.000
67,179.798,430.444,77392.858,239327.000
68,179.798,173.155,31132.801,96274.000
69,186.589,469.551,87612.866,270931.000
70,186.589,88.981,16602.824,51342.000
71,170.420,470.831,80238.899,248128.000
72,170.420,190.159,32406.907,100214.000
73,58.208,33.456,1947.377,6022.000
74,58.208,25.339,1474.923,4561.000
