 ,Area,Mean,IntDen,RawIntDen
1,140.992,942.534,132890.179,410945.000
2,140.992,3438.927,484862.484,1499372.000
3,142.609,586.270,83607.518,258545.000
4,142.609,1471.882,209904.039,649100.000
5,142.933,1012.971,144786.574,447733.000
6,142.933,3404.982,486683.097,1505002.000
7,154.574,365.944,56565.436,174921.000
8,154.574,2974.542,459787.505,1421831.000
9,139.376,975.942,136022.409,420631.000
10,139.376,3323.320,463189.431,1432351.000
11,147.460,662.616,97709.344,302153.000
12,147.460,1332.796,196534.015,607755.000
13,77.610,936.462,72679.314,224751.000
14,77.610,3578.771,277750.159,858905.000
15,170.743,1199.267,204766.548,633213.000
16,170.743,2263.633,386499.595,1195198.000
17,77.287,1728.172,133565.390,413033.000
18,77.287,3287.778,254102.890,785779.000
19,214.722,502.358,107867.587,333566.000
20,214.722,1250.045,268412.647,830030.000
21,98.307,1156.980,113738.820,351722.000
22,98.307,1958.490,192532.547,595381.000
23,43.656,714.133,31176.134,96408.000
24,43.656,928.541,40536.282,125353.000
25,89.575,1157.119,103649.457,320522.000
26,89.575,2743.455,245746.180,759937.000
27,229.921,393.295,90426.893,279633.000
28,229.921,633.468,145647.727,450396.000
29,113.829,309.406,35219.317,108911.000
30,113.829,1307.929,148879.880,460391.000
31,160.718,1252.408,201285.070,622447.000
32,160.718,1909.348,306867.352,948946.000
33,148.107,692.795,102607.536,317300.000
34,148.107,1805.312,267378.811,826833.000
35,91.192,685.248,62489.380,193240.000
36,91.192,1274.518,116226.237,359414.000
37,120.620,691.863,83452.297,258065.000
38,120.620,1378.453,166268.511,514163.000
39,129.998,733.776,95389.113,294978.000
40,129.998,805.801,104752.172,323932.000
41,135.172,189.701,25642.183,79295.000
42,135.172,453.065,61241.468,189381.000
43,114.799,1427.645,163892.013,506814.000
44,114.799,2132.634,244823.909,757085.000
45,80.844,1140.616,92212.257,285154.000
46,80.844,2077.036,167916.440,519259.000
47,77.287,1064.172,82246.747,254337.000
48,77.287,1981.377,153134.875,473549.000
49,92.809,1862.798,172884.805,534623.000
50,92.809,2085.599,193562.827,598567.000
51,109.625,874.383,95854.130,296416.000
52,109.625,2049.050,224626.749,694628.000
53,80.844,1603.608,129642.503,400902.000
54,80.844,1815.200,146748.502,453800.000
55,48.830,1723.020,84134.946,260176.000
56,48.830,1311.583,64044.500,198049.000
57,49.477,713.464,35299.838,109160.000
58,49.477,491.993,24342.207,75275.000
59,71.143,1136.105,80825.828,249943.000
60,71.143,1026.600,73035.352,225852.000
61,33.631,589.942,19840.475,61354.000
62,33.631,488.587,16431.758,50813.000
63,43.979,375.838,16529.094,51114.000
64,43.979,937.074,41211.817,127442.000
65,42.039,488.877,20551.905,63554.000
66,42.039,545.554,22934.547,70922.000
67,133.231,554.847,73923.022,228597.000
68,133.231,500.350,66662.237,206144.000
69,128.704,31.940,4110.769,12712.000
70,128.704,127.472,16406.211,50734.000
