promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.905239 -4345.90524 1 0
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
promoter_msa_split:101391709-101393707 fa -4345.90524 -4345.905239 0.998871621018033 0.00112901608083526
