 ,Area,Mean,IntDen,RawIntDen
1,178.504,1171.599,209135.210,2586890.000
2,178.504,1356.517,242143.922,2995190.000
3,176.887,517.852,91601.398,1133060.000
4,176.887,1245.653,220340.144,2725489.000
5,154.655,784.149,121272.616,1500077.000
6,154.655,1323.950,204755.553,2532716.000
7,145.924,724.997,105794.417,1308620.000
8,145.924,1050.885,153349.194,1896847.000
9,193.299,426.653,82471.494,1020128.000
10,193.299,929.689,179707.656,2222887.000
11,127.006,840.249,106716.930,1320031.000
12,127.006,1292.727,164184.507,2030874.000
13,128.138,486.539,62344.264,771165.000
14,128.138,765.113,98040.158,1212704.000
15,166.135,1066.801,177233.014,2192277.000
16,166.135,1279.141,212510.053,2628635.000
17,186.589,542.333,101193.085,1251704.000
18,186.589,658.463,122861.691,1519733.000
19,180.040,2456.944,442348.670,5471615.000
20,180.040,801.466,144296.011,1784864.000
21,202.272,1077.663,217981.512,2696314.000
22,202.272,1198.515,242426.472,2998685.000
23,222.241,1423.539,316368.654,3913310.000
24,222.241,1479.874,328888.520,4068174.000
25,230.083,1049.787,241537.832,2987693.000
26,230.083,732.401,168512.909,2084414.000
27,107.119,574.788,61570.504,761594.000
28,107.119,897.457,96134.417,1189131.000
29,182.385,529.837,96634.115,1195312.000
30,182.385,705.233,128623.704,1591006.000
31,137.354,453.517,62292.524,770525.000
32,137.354,646.116,88746.868,1097751.000
33,181.091,2287.688,414280.109,5124422.000
34,181.091,2554.715,462636.295,5722562.000
35,157.404,1442.620,227073.824,2808781.000
36,157.404,1650.473,259790.607,3213470.000
37,138.567,1408.496,195171.142,2414162.000
38,138.567,1835.039,254275.977,3145257.000
39,236.712,1932.304,457399.608,5657787.000
40,236.712,1703.020,403125.379,4986444.000
41,154.736,628.247,97212.313,1202464.000
42,154.736,977.440,151245.060,1870820.000
43,144.954,504.131,73075.693,903907.000
44,144.954,660.982,95811.848,1185141.000
45,195.077,520.339,101506.356,1255579.000
46,195.077,511.388,99760.201,1233980.000
47,170.339,833.944,142053.068,1757120.000
48,170.339,1474.739,251205.350,3107275.000
49,185.699,314.039,58316.765,721347.000
50,185.699,594.402,110380.065,1365342.000
51,199.847,584.587,116827.960,1445099.000
52,199.847,971.248,194101.007,2400925.000
53,120.943,744.598,90053.877,1113918.000
54,120.943,1261.993,152629.195,1887941.000
55,165.650,960.757,159149.284,1968591.000
56,165.650,1334.527,221064.185,2734445.000
57,160.395,1652.889,265115.171,3279332.000
58,160.395,1935.784,310490.145,3840596.000
59,128.947,739.429,95346.913,1179390.000
60,128.947,1249.897,161169.906,1993585.000
61,152.391,1549.317,236102.592,2920462.000
62,152.391,1610.284,245393.537,3035386.000
63,136.627,478.814,65418.772,809195.000
64,136.627,773.683,105705.892,1307525.000
65,194.916,311.020,60622.686,749870.000
66,194.916,298.014,58087.491,718511.000
67,210.518,266.417,56085.787,693751.000
68,210.518,267.468,56306.977,696487.000
69,199.362,1067.599,212838.605,2632699.000
70,199.362,1515.085,302050.327,3736200.000
71,44.545,52.642,2344.969,29006.000
72,44.545,51.878,2310.933,28585.000
