 ,Area,Mean,IntDen,RawIntDen
1,182.63,1398.04,255320.97,3158183.00
2,182.63,1398.04,255320.97,3158183.00
3,263.71,394.31,103983.99,1286226.00
4,263.71,839.39,221359.35,2738096.00
5,161.20,533.68,86031.39,1064162.00
6,161.20,1645.90,265325.20,3281930.00
7,225.31,353.26,79593.60,984530.00
8,225.31,648.99,146225.12,1808726.00
9,275.36,393.86,108452.41,1341498.00
10,275.36,412.65,113625.64,1405488.00
11,231.21,317.18,73335.53,907121.00
12,231.21,578.25,133698.86,1653783.00
13,229.76,551.22,126648.84,1566578.00
14,229.76,892.73,205112.08,2537126.00
15,282.15,184.57,52077.12,644166.00
16,282.15,460.92,130047.05,1608612.00
17,226.36,773.01,174980.85,2164419.00
18,226.36,1364.38,308845.37,3820251.00
19,194.83,655.49,127712.02,1579729.00
20,194.83,1453.19,283131.56,3502185.00
21,233.40,940.42,219490.47,2714979.00
22,233.40,1491.10,348019.67,4304816.00
23,227.41,677.48,154068.46,1905744.00
24,227.41,937.66,213237.57,2637634.00
25,117.87,44.51,5246.06,64891.00
26,117.87,69.01,8133.90,100612.00
