 ,Area,Mean,IntDen,RawIntDen
1,189.09,1559.25,294846.21,3647089.00
2,189.09,2274.02,430005.37,5318935.00
3,269.86,2780.44,750324.23,9281107.00
4,269.86,2248.04,606651.21,7503949.00
5,216.34,935.41,202365.39,2503151.00
6,216.34,917.38,198465.55,2454912.00
7,215.61,868.10,187171.68,2315213.00
8,215.61,1569.29,338356.60,4185289.00
9,219.98,2008.31,441782.60,5464613.00
10,219.98,2334.19,513469.06,6351336.00
11,173.49,769.19,133447.84,1650678.00
12,173.49,523.38,90801.28,1123163.00
13,276.24,357.31,98705.43,1220933.00
14,276.24,293.12,80973.69,1001601.00
15,187.96,1188.06,223310.93,2762236.00
16,187.96,1845.29,346845.40,4290291.00
17,265.09,1202.27,318708.29,3942250.00
18,265.09,1559.10,413298.17,5112276.00
19,199.44,1142.39,227841.04,2818271.00
20,199.44,1894.01,377747.56,4672534.00
21,215.21,403.96,86934.26,1075330.00
22,215.21,647.85,139423.04,1724588.00
23,194.19,714.24,138696.58,1715602.00
24,194.19,784.02,152248.01,1883226.00
25,165.81,841.16,139473.57,1725213.00
26,165.81,1341.16,222380.01,2750721.00
27,216.50,437.43,94703.39,1171430.00
28,216.50,1288.26,278910.27,3449970.00
29,163.87,548.28,89847.72,1111368.00
30,163.87,703.50,115283.67,1425997.00
31,195.56,338.87,66270.06,819725.00
32,195.56,578.60,113151.41,1399622.00
33,207.28,548.73,113742.38,1406932.00
34,207.28,413.12,85634.36,1059251.00
35,211.00,1293.31,272893.60,3375547.00
36,211.00,2086.76,440313.17,5446437.00
37,210.36,769.95,161964.60,2003415.00
38,210.36,1047.30,220306.84,2725077.00
39,162.09,1179.68,191217.86,2365262.00
40,162.09,1510.74,244880.10,3029035.00
41,210.52,856.51,180310.84,2230348.00
42,210.52,1604.10,337692.06,4177069.00
43,167.51,1289.53,216007.46,2671896.00
44,167.51,2205.52,369445.26,4569839.00
45,151.58,1662.53,252011.85,3117251.00
46,151.58,2230.89,338164.35,4182911.00
47,232.10,769.40,178579.64,2208934.00
48,232.10,959.17,222625.93,2753763.00
49,155.87,998.97,155706.94,1926011.00
50,155.87,1195.55,186346.91,2305011.00
51,255.14,973.72,248440.23,3073072.00
52,255.14,904.35,230739.87,2854128.00
53,255.47,972.88,248540.24,3074309.00
54,255.47,1643.12,419764.10,5192256.00
55,183.27,1131.70,207410.24,2565553.00
56,183.27,1269.54,232673.58,2878047.00
57,252.72,770.75,194782.20,2409351.00
58,252.72,1470.62,371654.00,4597160.00
59,194.11,1222.52,237300.06,2935274.00
60,194.11,1274.37,247365.01,3059772.00
61,148.11,1337.14,198039.50,2449642.00
62,148.11,1752.07,259493.91,3209800.00
63,232.51,1055.11,245322.23,3034504.00
64,232.51,1865.25,433686.13,5364464.00
65,237.68,1141.81,271387.64,3356919.00
66,237.68,1274.05,302819.96,3745720.00
67,243.75,1062.21,258907.79,3202550.00
68,243.75,835.31,203602.63,2518455.00
69,202.84,954.29,193566.38,2394312.00
70,202.84,1277.22,259069.72,3204553.00
71,200.25,390.93,78283.84,968329.00
72,200.25,300.11,60097.12,743369.00
73,192.25,524.27,100789.43,1246711.00
74,192.25,924.04,177645.16,2197375.00
75,184.08,573.90,105645.26,1306775.00
76,184.08,756.79,139311.96,1723214.00
77,242.94,431.80,104899.31,1297548.00
78,242.94,457.61,111169.43,1375106.00
79,46.24,93.26,4312.56,53344.00
80,46.24,95.27,4405.77,54497.00
