 ,Area,Mean,IntDen,RawIntDen
1,132.261,825.762,109216.231,1350946.000
2,132.261,534.375,70677.044,874237.000
3,210.033,833.779,175121.523,2166159.000
4,210.033,582.527,122350.028,1513404.000
5,175.755,1301.990,228831.782,2830526.000
6,175.755,1103.764,193992.514,2399583.000
7,200.494,2249.676,451046.057,5579197.000
8,200.494,1336.329,267925.561,3314095.000
9,144.145,1541.569,222209.990,2748618.000
10,144.145,2081.447,300030.838,3711220.000
11,157.000,2013.560,316127.981,3910333.000
12,157.000,1457.445,228818.200,2830358.000
13,166.458,672.717,111979.407,1385125.000
14,166.458,573.911,95532.208,1181682.000
15,173.330,901.537,156263.548,1932896.000
16,173.330,376.146,65197.420,806457.000
17,195.886,493.845,96737.111,1196586.000
18,195.886,211.340,41398.487,512077.000
19,178.585,606.723,108351.601,1340251.000
20,178.585,441.113,78776.184,974419.000
21,112.293,1548.818,173920.905,2151308.000
22,112.293,1254.290,140847.599,1742209.000
23,164.922,1548.646,255406.261,3159238.000
24,164.922,1943.177,320473.198,3964081.000
25,206.153,499.291,102930.266,1273192.000
26,206.153,292.971,60396.888,747077.000
27,199.039,863.359,171841.833,2125591.000
28,199.039,242.059,48179.056,595949.000
29,207.204,1827.928,378753.664,4684979.000
30,207.204,1263.235,261747.200,3237672.000
31,179.636,1826.137,328039.817,4057676.000
32,179.636,1194.230,214526.552,2653578.000
33,149.319,407.330,60822.209,752338.000
34,149.319,407.662,60871.767,752951.000
35,165.973,1876.095,311381.614,3851623.000
36,165.973,927.058,153866.920,1903251.000
37,200.494,1396.235,279936.511,3462664.000
38,200.494,1465.589,293841.482,3634661.000
39,190.550,1304.097,248495.532,3073756.000
40,190.550,953.858,181757.543,2248243.000
41,161.042,1182.806,190481.205,2356150.000
42,161.042,1275.921,205476.522,2541634.000
43,197.179,934.901,184342.943,2280223.000
44,197.179,830.225,163703.080,2024919.000
45,203.647,1332.624,271384.563,3356881.000
46,203.647,1201.048,244589.460,3025440.000
47,109.948,815.944,89711.583,1109684.000
48,109.948,544.612,59879.161,740673.000
49,215.612,917.828,197894.462,2447848.000
50,215.612,348.184,75072.546,928607.000
51,211.893,1638.034,347087.695,4293288.000
52,211.893,1077.449,228303.627,2823993.000
53,145.115,2658.738,385823.899,4772434.000
54,145.115,1953.927,283544.995,3507299.000
55,52.710,111.523,5878.429,72713.000
56,52.710,51.051,2690.901,33285.000
