 ,Area,Mean,IntDen,RawIntDen
1,158.54,750.00,118901.29,1470745.00
2,158.54,1028.87,163111.78,2017605.00
3,188.61,398.68,75194.62,930117.00
4,188.61,489.28,92282.92,1141490.00
5,179.56,419.14,75259.14,930915.00
6,179.56,252.22,45287.90,560187.00
7,144.39,450.53,65051.09,804647.00
8,144.39,620.93,89654.59,1108979.00
9,167.91,249.22,41846.69,517621.00
10,167.91,365.32,61341.55,758762.00
11,167.02,870.99,145477.06,1799473.00
12,167.02,519.96,86846.62,1074246.00
13,201.71,791.45,159641.22,1974676.00
14,201.71,752.04,151692.13,1876350.00
15,110.43,785.98,86797.96,1073644.00
16,110.43,675.85,74636.72,923216.00
17,170.82,783.34,133812.77,1655192.00
18,170.82,431.34,73682.67,911415.00
19,179.56,622.53,111779.24,1382649.00
20,179.56,799.13,143487.33,1774861.00
21,255.39,1023.11,261289.06,3232005.00
22,255.39,1128.16,288118.68,3563873.00
23,165.00,249.74,41208.10,509722.00
24,165.00,300.75,49624.96,613834.00
25,128.14,808.74,103630.54,1281854.00
26,128.14,528.60,67734.31,837837.00
27,130.08,617.28,80295.33,993210.00
28,130.08,865.60,112595.76,1392749.00
29,188.69,712.95,134527.76,1664036.00
30,188.69,473.98,89435.26,1106266.00
31,163.71,817.16,133777.20,1654752.00
32,163.71,628.91,102958.40,1273540.00
33,197.26,258.31,50953.39,630266.00
34,197.26,425.09,83852.48,1037210.00
35,136.63,258.43,35308.00,436741.00
36,136.63,366.72,50103.55,619754.00
37,154.90,458.74,71057.66,878945.00
38,154.90,598.62,92725.38,1146963.00
39,179.47,430.53,77269.41,955781.00
40,179.47,548.07,98364.34,1216714.00
41,155.38,567.34,88154.12,1090419.00
42,155.38,540.64,84006.16,1039111.00
43,226.69,800.89,181551.47,2245694.00
44,226.69,969.47,219767.28,2718403.00
45,178.18,600.28,106958.41,1323018.00
46,178.18,598.22,106590.57,1318468.00
47,197.66,558.69,110433.99,1366009.00
48,197.66,739.11,146096.01,1807129.00
49,170.90,953.13,162894.88,2014922.00
50,170.90,1127.03,192614.93,2382543.00
51,83.43,12.84,1071.19,13250.00
52,83.43,9.10,758.89,9387.00
