 ,Area,Mean,IntDen,RawIntDen
1,251.587,638.352,160601.328,1986552.000
2,251.587,873.664,219802.691,2718841.000
3,145.520,834.707,121466.238,1502472.000
4,145.520,866.188,126047.440,1559139.000
5,178.019,482.494,85893.066,1062451.000
6,178.019,1374.713,244725.036,3027117.000
7,210.518,571.709,120355.357,1488731.000
8,210.518,615.348,129542.176,1602367.000
9,196.937,245.662,48379.793,598432.000
10,196.937,583.978,115006.701,1422571.000
11,264.199,852.759,225297.999,2786815.000
12,264.199,1610.426,425473.077,5262873.000
13,210.599,342.721,72176.705,892787.000
14,210.599,399.723,84181.431,1041279.000
15,229.759,485.620,111575.751,1380132.000
16,229.759,820.450,188506.180,2331720.000
17,221.271,319.558,70708.897,874631.000
18,221.271,594.651,131578.966,1627561.000
19,251.183,208.430,52354.097,647592.000
20,251.183,352.510,88544.596,1095249.000
21,225.313,555.818,125232.934,1549064.000
22,225.313,874.843,197113.426,2438187.000
23,180.525,233.649,42179.604,521739.000
24,180.525,911.890,164619.207,2036251.000
25,241.158,348.368,84011.901,1039182.000
26,241.158,561.355,135375.574,1674523.000
27,158.455,208.383,33019.302,408431.000
28,158.455,375.249,59459.984,735488.000
29,157.565,306.789,48339.371,597932.000
30,157.565,926.085,145919.040,1804940.000
31,165.407,522.676,86454.529,1069396.000
32,165.407,983.626,162698.913,2012498.000
33,170.581,435.297,74253.594,918477.000
34,170.581,822.821,140357.925,1736152.000
35,59.986,54.739,3283.570,40616.000
36,59.986,70.155,4208.348,52055.000
