 ,Area,Mean,IntDen,RawIntDen
1,195.320,350.720,68502.576,847340.000
2,195.320,446.414,87193.446,1078536.000
3,192.571,365.772,70437.017,871268.000
4,192.571,600.089,115559.676,1429411.000
5,162.335,368.493,59819.417,739934.000
6,162.335,816.443,132537.456,1639417.000
7,218.684,838.098,183278.386,2267055.000
8,218.684,1108.431,242395.832,2998306.000
9,236.793,211.928,50182.943,620736.000
10,236.793,401.631,95103.248,1176376.000
11,147.541,335.041,49432.223,611450.000
12,147.541,722.726,106631.559,1318975.000
13,184.729,272.267,50295.721,622131.000
14,184.729,298.151,55077.255,681276.000
15,178.342,669.787,119451.438,1477550.000
16,178.342,1383.198,246682.923,3051335.000
17,187.235,353.201,66131.656,818013.000
18,187.235,420.255,78686.608,973311.000
19,169.692,559.152,94883.675,1173660.000
20,169.692,776.030,131686.246,1628888.000
21,243.988,600.910,146614.786,1813546.000
22,243.988,755.036,184219.736,2278699.000
23,213.671,639.607,136665.768,1690482.000
24,213.671,1228.788,262556.855,3247687.000
25,178.342,622.830,111077.023,1373963.000
26,178.342,1055.565,188252.005,2328576.000
27,148.996,306.910,45728.424,565636.000
28,148.996,439.636,65504.062,810250.000
29,184.567,1058.389,195344.068,2416301.000
30,184.567,1384.847,255597.619,3161605.000
31,168.075,459.220,77183.552,954719.000
32,168.075,473.265,79544.123,983918.000
33,182.951,532.933,97500.442,1206028.000
34,182.951,1075.036,196678.484,2432807.000
35,132.908,532.028,70710.756,874654.000
36,132.908,812.950,108047.546,1336490.000
37,188.286,845.348,159167.393,1968815.000
38,188.286,1672.973,314997.940,3896355.000
39,143.903,330.383,47543.055,588082.000
40,143.903,775.675,111621.833,1380702.000
41,168.479,170.369,28703.755,355050.000
42,168.479,166.430,28040.023,346840.000
43,135.576,259.010,35115.513,434360.000
44,135.576,348.666,47270.690,584713.000
45,114.961,258.914,29764.836,368175.000
46,114.961,367.333,42228.757,522347.000
47,89.899,253.874,22822.982,282308.000
48,89.899,531.198,47754.058,590692.000
49,184.891,318.945,58969.987,729427.000
50,184.891,431.328,79748.498,986446.000
51,197.664,285.288,56391.136,697528.000
52,197.664,402.476,79555.037,984053.000
53,184.810,336.173,62128.087,768491.000
54,184.810,470.556,86963.363,1075690.000
55,72.436,31.013,2246.500,27788.000
56,72.436,29.704,2151.670,26615.000
