 ,Area,Mean,IntDen,RawIntDen
1,207.28,340.88,70658.77,874011.00
2,207.28,1032.36,213992.98,2646978.00
3,168.32,191.15,32173.51,397969.00
4,168.32,391.68,65926.96,815481.00
5,130.73,331.04,43275.53,535295.00
6,130.73,1142.00,149288.63,1846620.00
7,162.25,316.03,51276.77,634266.00
8,162.25,379.97,61651.59,762597.00
9,220.06,828.21,182255.30,2254400.00
10,220.06,2204.19,485050.29,5999811.00
11,205.18,273.70,56157.58,694639.00
12,205.18,326.93,67080.69,829752.00
13,233.40,363.15,84758.58,1048418.00
14,233.40,774.90,180860.09,2237142.00
15,188.04,453.98,85367.25,1055947.00
16,188.04,1200.40,225726.80,2792119.00
17,221.35,371.91,82323.87,1018302.00
18,221.35,141.74,31374.85,388090.00
19,181.74,340.76,61928.64,766024.00
20,181.74,555.96,101038.11,1249787.00
21,113.59,269.71,30635.53,378945.00
22,113.59,700.00,79510.57,983503.00
23,236.31,274.47,64858.60,802266.00
24,236.31,719.66,170061.80,2103573.00
25,248.84,187.62,46687.08,577494.00
26,248.84,744.69,185308.63,2292168.00
27,218.85,251.88,55122.61,681837.00
28,218.85,617.64,135167.48,1671949.00
29,174.22,182.29,31757.89,392828.00
30,174.22,307.03,53489.80,661640.00
31,217.31,305.35,66355.03,820776.00
32,217.31,728.42,158292.82,1957997.00
33,239.78,247.41,59325.46,733824.00
34,239.78,638.84,153183.95,1894803.00
35,180.12,455.34,82016.34,1014498.00
36,180.12,438.67,79014.35,977365.00
37,69.04,30.45,2102.36,26005.00
38,69.04,36.55,2523.23,31211.00
