 ,Area,Mean,IntDen,RawIntDen
1,223.049,2333.005,520375.185,6436761.000
2,223.049,2740.557,611279.382,7561197.000
3,112.778,1167.599,131679.132,1628800.000
4,112.778,1555.651,175442.798,2170133.000
5,99.843,414.874,41422.093,512369.000
6,99.843,612.351,61138.715,756253.000
7,264.199,919.860,243026.175,3006103.000
8,264.199,1021.379,269847.229,3337865.000
9,208.578,476.162,99317.013,1228498.000
10,208.578,1187.717,247731.877,3064310.000
11,123.207,358.115,44122.130,545767.000
12,123.207,393.510,48483.031,599709.000
13,102.349,1290.705,132102.109,1634032.000
14,102.349,1393.287,142601.272,1763901.000
15,178.181,269.000,47930.622,592876.000
16,178.181,696.603,124121.325,1535314.000
17,213.186,488.432,104127.004,1287995.000
18,213.186,1207.602,257444.183,3184446.000
19,227.011,740.580,168119.683,2079550.000
20,227.011,987.959,224277.178,2774188.000
21,178.181,399.853,71246.026,881275.000
22,178.181,632.743,112742.657,1394566.000
23,159.263,938.314,149438.918,1848479.000
24,159.263,2268.128,361229.296,4468212.000
25,166.054,1369.913,227479.743,2813802.000
26,166.054,2204.641,366089.653,4528332.000
27,215.288,566.685,122000.538,1509081.000
28,215.288,133.578,28757.678,355717.000
29,166.782,477.952,79713.654,986015.000
30,166.782,512.846,85533.309,1058001.000
31,123.853,364.913,45195.661,559046.000
32,123.853,377.473,46751.266,578288.000
33,115.446,228.083,26331.137,325702.000
34,115.446,452.197,52204.211,645738.000
35,198.068,457.960,90707.503,1122003.000
36,198.068,664.727,131661.427,1628581.000
37,231.376,1403.748,324794.081,4017528.000
38,231.376,1971.952,456262.937,5643727.000
39,267.756,813.440,217803.574,2694113.000
40,267.756,924.466,247531.626,3061833.000
41,182.223,596.877,108764.716,1345361.000
42,182.223,504.850,91995.271,1137932.000
43,254.255,725.286,184407.699,2281024.000
44,254.255,1682.652,427823.058,5291941.000
45,222.968,465.040,103689.313,1282581.000
46,222.968,569.909,127071.818,1571810.000
47,120.862,700.658,84682.989,1047483.000
48,120.862,1143.060,138152.736,1708875.000
49,157.727,500.579,78954.930,976630.000
50,157.727,146.035,23033.662,284914.000
51,107.604,236.363,25433.524,314599.000
52,107.604,435.622,46874.553,579813.000
53,235.904,300.417,70869.453,876617.000
54,235.904,434.702,102547.630,1268459.000
55,163.063,204.971,33423.200,413427.000
56,163.063,141.504,23074.084,285414.000
57,241.482,546.205,131898.462,1631513.000
58,241.482,553.026,133545.745,1651889.000
59,54.085,41.260,2231.544,27603.000
60,54.085,44.291,2395.496,29631.000
