 ,Area,Mean,IntDen,RawIntDen
1,169.288,1569.700,265731.124,3286951.000
2,169.288,1801.062,304897.905,3771423.000
3,169.369,669.183,113338.722,1401939.000
4,169.369,1469.613,248906.544,3078840.000
5,175.513,311.174,54615.068,675559.000
6,175.513,316.535,55555.933,687197.000
7,155.706,1423.347,221623.708,2741366.000
8,155.706,2182.268,339792.309,4203048.000
9,118.194,603.602,71342.311,882466.000
10,118.194,580.464,68607.512,848638.000
11,154.736,754.538,116754.069,1444185.000
12,154.736,979.505,151564.637,1874773.000
13,259.025,1448.855,375289.730,4642132.000
14,259.025,1391.554,360447.371,4458540.000
15,139.133,437.163,60823.746,752357.000
16,139.133,775.730,107929.594,1335031.000
17,94.669,874.908,82826.320,1024517.000
18,94.669,776.188,73480.642,908916.000
19,213.186,549.790,117207.686,1449796.000
20,213.186,663.822,141517.717,1750498.000
21,108.412,1631.822,176909.313,2188273.000
22,108.412,874.699,94828.054,1172972.000
23,133.231,338.359,45080.053,557616.000
24,133.231,230.319,30685.733,379566.000
25,169.935,1630.466,277072.684,3427240.000
26,169.935,1079.847,183503.375,2269838.000
27,119.326,769.417,91811.593,1135660.000
28,119.326,775.263,92509.118,1144288.000
29,73.811,15.724,1160.600,14356.000
30,73.811,12.256,904.647,11190.000
