 ,Area,Mean,IntDen,RawIntDen
1,155.625,903.708,140639.748,1739638.000
2,155.625,1425.184,221794.613,2743480.000
3,225.717,179.527,40522.216,501238.000
4,225.717,250.958,56645.552,700675.000
5,146.086,255.577,37336.062,461827.000
6,146.086,683.249,99812.831,1234631.000
7,148.107,416.120,61630.167,762332.000
8,148.107,836.995,123964.568,1533375.000
9,175.270,302.425,53006.186,655658.000
10,175.270,777.666,136301.726,1685979.000
11,192.086,175.365,33685.136,416667.000
12,192.086,421.526,80969.165,1001545.000
13,168.156,160.787,27037.231,334436.000
14,168.156,306.509,51541.369,637539.000
15,189.014,311.725,58920.429,728814.000
16,189.014,786.663,148690.301,1839219.000
17,145.358,441.498,64175.225,793813.000
18,145.358,1164.593,169282.951,2093939.000
19,174.866,866.178,151465.118,1873542.000
20,174.866,822.044,143747.725,1778082.000
21,195.966,304.782,59727.012,738791.000
22,195.966,389.281,76286.100,943618.000
23,204.940,901.498,184753.228,2285298.000
24,204.940,1377.333,282270.809,3491538.000
25,148.834,269.841,40161.650,496778.000
26,148.834,549.452,81777.365,1011542.000
27,258.621,808.341,209053.800,2585883.000
28,258.621,872.967,225767.542,2792623.000
29,187.963,1305.447,245375.671,3035165.000
30,187.963,1649.763,310094.331,3835700.000
31,184.325,331.448,61094.089,755701.000
32,184.325,543.401,100162.320,1238954.000
33,164.437,335.800,55218.004,683017.000
34,164.437,844.106,138802.401,1716911.000
35,194.188,635.178,123343.846,1525697.000
36,194.188,631.270,122585.042,1516311.000
37,135.576,200.464,27178.062,336178.000
38,135.576,667.180,90453.490,1118861.000
39,172.845,305.942,52880.554,654104.000
40,172.845,498.622,86184.267,1066053.000
41,165.731,419.815,69576.269,860621.000
42,165.731,969.306,160643.771,1987077.000
43,168.560,651.831,109872.767,1359067.000
44,168.560,562.401,94798.465,1172606.000
45,269.616,1121.139,302276.449,3738997.000
46,269.616,1573.174,424152.244,5246535.000
47,156.029,225.818,35234.273,435829.000
48,156.029,315.813,49276.194,609520.000
49,223.777,262.128,58658.251,725571.000
50,223.777,596.863,133564.178,1652117.000
51,162.174,154.455,25048.543,309837.000
52,162.174,496.338,80492.912,995654.000
53,154.332,148.733,22954.192,283931.000
54,154.332,278.666,43006.964,531973.000
55,148.834,310.444,46204.759,571528.000
56,148.834,405.247,60314.669,746060.000
57,211.165,374.492,79079.754,978174.000
58,211.165,709.732,149870.788,1853821.000
59,81.329,23.849,1939.616,23992.000
60,81.329,20.129,1637.096,20250.000
