 ,Area,Mean,IntDen,RawIntDen
1,131.938,2367.705,312389.823,3864094.000
2,131.938,1452.859,191687.078,2371066.000
3,151.340,1869.131,282875.120,3499013.000
4,151.340,2374.719,359391.059,4445474.000
5,119.164,1939.149,231077.636,2858306.000
6,119.164,1395.881,166339.411,2057529.000
7,126.036,772.377,97347.404,1204135.000
8,126.036,1055.072,132977.248,1644857.000
9,144.469,819.908,118450.990,1465175.000
10,144.469,1245.838,179984.548,2226312.000
11,170.420,1497.055,255127.671,3155792.000
12,170.420,1297.217,221071.380,2734534.000
13,167.186,718.020,120042.813,1484865.000
14,167.186,521.459,87180.591,1078377.000
15,97.741,684.012,66855.778,826970.000
16,97.741,1247.223,121904.495,1507893.000
17,133.797,2459.413,329062.658,4070328.000
18,133.797,715.885,95783.472,1184790.000
19,115.365,795.372,91757.913,1134996.000
20,115.365,1335.759,154099.509,1906128.000
21,116.982,1952.932,228457.150,2825892.000
22,116.982,2259.929,264370.192,3270117.000
23,105.178,602.475,63367.349,783820.000
24,105.178,187.468,19717.592,243896.000
25,148.268,1819.479,269771.235,3336925.000
26,148.268,1665.511,246942.594,3054547.000
27,111.888,2299.840,257325.584,3182979.000
28,111.888,2903.118,324825.449,4017916.000
29,116.173,826.573,96025.681,1187786.000
30,116.173,701.512,81496.917,1008073.000
31,94.184,732.075,68949.402,852867.000
32,94.184,748.906,70534.596,872475.000
33,119.164,2045.466,243746.821,3015017.000
34,119.164,1435.313,171038.322,2115652.000
35,143.741,1820.706,261710.335,3237216.000
36,143.741,2252.195,323733.000,4004403.000
37,154.170,610.930,94187.121,1165044.000
38,154.170,700.093,107933.313,1335077.000
39,127.976,792.268,101391.638,1254160.000
40,127.976,665.234,85134.262,1053065.000
41,118.275,485.025,57366.441,709592.000
42,118.275,770.213,91097.011,1126821.000
43,86.988,399.580,34758.828,429948.000
44,86.988,401.712,34944.285,432242.000
45,173.734,1453.738,252564.262,3124084.000
46,173.734,1263.133,219449.482,2714472.000
47,114.637,331.963,38055.334,470724.000
48,114.637,344.109,39447.715,487947.000
49,43.171,56.131,2423.226,29974.000
50,43.171,37.215,1606.618,19873.000
